company,city,country,longitude,latitude,yearEST,yearClosed,category,website
Boolat Games,Donetsk,Ukraine,37.80285,48.015883,2001,0,Developer,www.boolatgames.com
Boolba Labs,Auckland,New Zealand,174.7633315,-36.8484597,2010,0,Mobile/Handheld,www.boolbalabs.com
BoomBang,Barcelona,Spain,2.1734035,41.3850639,2004,0,Online Developer,www.boombang.tv
Boomlagoon,Helsinki,Finland,24.9410248,60.1733244,2012,0,Mobile/Handheld,www.boomlagoon.com
Boomzap,Singapore,Singapore,103.8509491,1.2800945,2005,0,Developer,www.boomzap.com
Boonty,New York City,United States,-74.0059413,40.7127837,2004,0,"Developer, Publisher",www.boonty.net
BoosterMedia,Amsterdam,Netherlands,4.8951679,52.3702157,2009,0,Developer,www.boostermedia.com
Booyah,San Francisco,United States,-122.4194155,37.7749295,2008,0,Mobile/Handheld,www.booyah.com
Born Ready Games,Guildford,England,-0.570409,51.23622,2012,0,Developer,www.bornreadygames.com
Boss Alien (NaturalMotion),Brighton,England,-0.137163,50.82253,2011,0,Mobile/Handheld,www.bossalien.com
Boss Fight Entertainment,McKinney,United States,-96.6397822,33.1972465,2013,0,Mobile/Handheld,www.bossfightentertainment.com
Bossa Studios (News Corp/Shine),London,England,-0.1277583,51.5073509,2010,0,Online Developer,www.bossastudios.com
Bouncing Pixel,Houston,United States,-95.3698028,29.7604267,2009,0,Developer,www.bouncingpixel.com
Brain in a Jar,Taporley,England,-2.669436,53.160142,1998,2014,Developer,
BrainPOP,New York City,United States,-74.0059413,40.7127837,1999,0,Online Developer,www.brainpop.com
Brainz (ZIO Studios),BogotÃ¡,Colombia,-74.075833,4.598056,2000,0,Developer,www.brainz.co
BravoGames,Sevilla,Spain,-5.9844589,37.3890924,2010,0,Mobile/Handheld,www.bravogames.com
BreakAway Games,Hunt Valley,United States,-76.6585074,39.4900013,2011,0,Developer,www.breakawaygames.com
Breaktime Studios,San Francisco,United States,-122.4194155,37.7749295,2011,0,Online Developer,www.breaktimestudios.com
Bright Blue Games,Seattle,United States,-122.3320708,47.6062095,2013,0,Mobile/Handheld,www.brightbluegames.com
Bright Future,Koln,Germany,6.9602786,50.937531,2006,0,Developer,www.brightfuture.de
BRIGHTdriver,Cambridge,United States,-71.1097335,42.3736158,2011,0,Mobile/Handheld,www.brightdriver.com
Brightside Games,Berlin,Germany,13.404954,52.5200066,2010,0,Developer,www.brightside-games.com
Broccoli,Tokyo,Japan,139.6917064,35.6894875,1994,0,Publisher,www.broccoli.co.jp
Brøderbund,Eugene,United States,-123.0867536,44.0520691,1980,1998,Developer,
Broken Bulb Studios,Scottsdale,United States,-111.9260519,33.4941704,2009,0,Developer,www.brokenbulbstudios.com
Broken Circle Studios,Riverside,United States,-117.3961564,33.9533487,2007,0,Developer,www.brokencirclestudios.com
Broken Crown Games,Harrisburg,United States,-76.8867008,40.2731911,2012,0,Developer,www.brokencrowngames.com
Broken Rules,Vienna,Austria,16.3738189,48.2081743,2009,0,Developer,www.brokenrul.es
BrokenMyth Studios,Rochester,United States,-77.6109219,43.16103,2007,0,Mobile/Handheld,www.brokenmyth.com
Brownie Brown,Tokyo,Japan,139.6917064,35.6894875,2000,0,Developer,
BSure Interactive,Lisbon,Portugal,-9.1393366,38.7222524,2005,0,Developer,
Bubble Zap Games,Monroe,United States,-92.1193012,32.5093109,2010,0,Mobile/Handheld,www.bubblezap.com
Buffalo Studios,Santa Monica,United States,-118.4911912,34.0194543,2010,0,Online Developer,www.buffalo-studios.com
Bugbear Entertainment,Helsinki,Finland,24.9410248,60.1733244,2000,0,Developer,www.bugbear.fi
Buka Entertainment,Moscow,Russia,37.6173,55.755826,1994,0,Publisher,www.buka.com
Bulkypix,Velizy-Villacoublay,France,2.190408,48.787899,2009,0,Developer,www.bulkypix.com
Bulldog Interactive,Leicester,England,-1.1397592,52.6368778,1999,0,Developer,www.bulldoginteractive.com
Bullfrog Productions,Guildford,England,-0.570409,51.23622,1987,2001,Developer,
Bully! Entertainment,Baltimore,United States,-76.6121893,39.2903848,2006,0,Developer,www.bullyentertainment.com
Bungie Studios,Kirkland,United States,-122.2087353,47.6814875,1991,0,Developer,www.bungie.net
Burning Dog Media,Edmonton,Canada,-113.4909267,53.544389,2004,0,Online Developer,www.burningdog.com
Burning Phoenix Games,London,England,-0.1277583,51.5073509,2013,0,Mobile/Handheld,www.burningphoenixstudios.com
Burut CT,Voronezh,Russia,39.2088823,51.6754966,1999,0,Developer,www.burut.ru
Butterscotch Shenanigans,St. Louis,United States,-90.1994042,38.6270025,2012,0,Mobile/Handheld,www.butterscotch-shenanigans.com
Buzz Monkey Software (Zynga),Eugene,United States,-123.0867536,44.0520691,2001,0,Developer,www.buzzmonkey.com
Buzztime,Carlsbad,United States,-117.3505939,33.1580933,1984,0,Developer,www.buzztime.com
Bytro Labs,Hamburg,Germany,9.9936818,53.5510846,2009,0,Online Developer,www.bytro.com
C2 Game Studio,Medellin,Colombia,-75.590556,6.230833,2007,0,Developer,www.c2gamestudio.com
Cadenza Interactive,Los Angeles,United States,-118.2436849,34.0522342,2007,0,Online Developer,www.cadenzainteractive.com
Caipirinha Games,Altenholz,Germany,10.133333,54.4,2003,0,"Developer, Mobile/Handheld, Publisher",www.caipirinhagames.com
Calibre Games,Londrina,Brazil,-51.1695824,-23.3044524,2004,0,Developer,www.calibregames.com
Cambridge Game Creators,Cambridge,England,0.121817,52.205337,2012,0,Organization,www.meetup.com/Cambridge-Game-Creators
Camel 101,Lisbon,Portugal,-9.1393366,38.7222524,2009,0,Mobile/Handheld,www.camel101.com
Camelot Software Planning,Tokyo,Japan,139.6917064,35.6894875,1990,0,Developer,www.camelot.co.jp
Camouflaj,Bellevue,United States,-122.2006786,47.610377,2011,0,Developer,www.camouflaj.com
Candygun Games,Hamburg,Germany,9.9936818,53.5510846,2009,0,Developer,www.candygun.de
Cannibal Game Studios,Zoetermeer,Netherlands,4.494025,52.060669,2006,0,Developer,www.cannibalgamestudios.com
Capcom,Osaka,Japan,135.5021651,34.6937378,1983,0,"Developer, Publisher",www.capcom.co.jp
Capital Games (Electronic Arts),Sacramento,United States,-121.4943996,38.5815719,2008,0,Online Developer,www.capitalgames.com
Capybara Games,Toronto,Canada,-79.3831843,43.653226,2003,0,Developer,www.capybaragames.com
Carbine Studios (NCsoft),Aliso Viejo,United States,-117.725556,33.575,2008,0,Online Developer,www.carbinestudios.com
Carbon Games,Bellevue,United States,-122.2006786,47.610377,2012,0,Developer,www.carbongames.com
Carpe Fulgur,Portland,United States,-122.6764816,45.5230622,2010,0,Publisher,www.carpefulgur.com
Cascade Game Foundry,Seattle,United States,-122.3320708,47.6062095,2009,0,Developer,www.cascadegamefoundry.com
Casual Arts,Newcastle,England,-1.61778,54.978252,1990,0,Developer,www.casual-arts.com
Casual Games Association,Layton,United States,-111.9710529,41.0602216,2005,0,Organization,www.casualgamesassociation.org
Casual Immersions Entertainment,Vancouver,Canada,-123.1207375,49.2827291,2014,0,Mobile/Handheld,www.casimm.com
Cat Nigiri,Florianopolis,Brazil,-48.5480499,-27.5953778,2012,0,"Developer, Mobile ",www.catnigiri.com
Cauldron,Bratislava,Slovakia,17.1071373,48.1458923,1996,0,Developer,www.cauldron.sk
Cavia,Tokyo,Japan,139.6917064,35.6894875,2000,2010,Developer,
CCP Games,Reykjavik,Iceland,-21.933333,64.133333,1997,0,"Developer, Online Developer, Publisher",www.ccpgames.com
CCR,Seoul,South Korea,126.9779692,37.566535,1997,0,Online Developer,www.ccr.co.kr
CD Projekt,Warsaw,Poland,21.0122287,52.2296756,2002,0,"Publisher, Developer",www.cdprojekt.com
Ceidot Game Studios,Ankara,Turkey,32.85411,39.92077,2005,2014,Developer,
Centauri Production,Prague,Czech Republic,14.4378005,50.0755381,2000,0,Developer,www.centauriproduction.cz
Centerscore (Vivendi),San Mateo,United States,-122.3255254,37.5629917,2000,0,Mobile/Handheld,www.centerscore.com
Centuri,Hialeah,USA,-80.2781057,25.8575963,1974,1985,Developer,
CerebralFix,Christchurch,New Zealand,172.6362254,-43.5320544,2006,0,Developer,www.cerebralfix.com
Certain Affinity,Austin,United States,-97.7430608,30.267153,2006,0,Developer,www.certainaffinity.com
Chair Entertainment Group (Epic Games),West Jordan,United States,-111.9391031,40.6096698,2005,0,Developer,www.chairentertainmentgroup.com
Chances Media Entertainment,Austin,United States,-97.7430608,30.267153,2011,0,Mobile/Handheld,
Chasing Carrots,Stuttgart,Germany,9.1817588,48.7754181,2011,0,Developer,www.chasing-carrots.com
ChaYoWo Games,Kochi,India,76.2673041,9.9312328,2007,0,Developer,www.chayowogames.com
Checkpoint Studios,Costa Mesa,United States,-117.9186689,33.6411316,2010,0,Online Developer,www.checkpoint-studios.com
Chewy Software,Chicago,United States,-87.6297982,41.8781136,2003,0,Developer,www.chewysoftware.net
ChildTopia,Barcelona,Spain,2.1734035,41.3850639,2004,0,Publisher,www.childtopia.com
Chillingo,Macclesfield,England,-2.119287,53.258663,2005,0,Mobile/Handheld,www.chillingo.com
Chimera Entertainment,Munich,Germany,11.5819806,48.1351253,2006,0,Developer,www.chimera-entertainment.de
Chronic Logic,Santa Cruz,United States,-122.0307963,36.9741171,2001,0,Developer,www.chroniclogic.com
Chucklefish,London,England,-0.1277583,51.5073509,2011,0,Developer,www.chucklefish.org
Chunsoft,Shinjuku,Japan,139.7035494,35.6938401,1984,2012,Developer,
CI Games,Warsaw,Poland,21.0122287,52.2296756,2002,0,"Developer, Publisher",www.cigames.com/en/
Cie Studios,Long Beach,United States,-118.1937395,33.7700504,1998,0,Developer,www.ciestudios.com
Cinemax,Prague,Czech Republic,14.4378005,50.0755381,1998,0,Developer,www.cinemax.cz
Cing,Fukuoka,Japan,130.4017155,33.5903547,1999,2010,Developer,
Cipher Prime Studios,Philadelphia,United States,-75.1652215,39.9525839,2008,0,Developer,www.cipherprime.com
CipSoft,Regensburg,Germany,12.1016236,49.0134297,2001,0,Online Developer,www.cipsoft.com
Citeremis,Sherbrooke,Canada,-71.8824288,45.4009928,2005,0,Developer,www.citeremis.com
City State Entertainment,Fairfax,United States,-77.3063733,38.8462236,2011,0,Developer,www.citystateentertainment.com
CJ Internet,Seoul,South Korea,126.9779692,37.566535,2000,0,"Developer, Publisher",www.cjinternet.com
Clap Hanz,Yokohama,Japan,139.6380256,35.4437078,1998,0,Developer,www.claphanz.co.jp/
CleverMedia,Denver,United States,-104.9848593,39.7384357,1995,0,Developer,www.clevermedia.com
ClickShake Games,Columbus,United States,-82.9987942,39.9611755,2010,0,Online Developer,www.clickshakegames.com
Clicktoy Interactive,Coquitlam,Canada,-122.7932065,49.2837626,2006,0,Developer,www.clicktoy.com
Cliffhanger Productions,Vienna,Austria,16.3738189,48.2081743,2010,0,Online Developer,www.cliffhanger-productions.com
Climax,Portsmouth,England,-1.083333,50.816667,1988,0,Developer,www.climaxgroup.com
Climax Entertainment,Tokyo,Japan,139.6917064,35.6894875,1990,0,Developer,www.climax.co.jp/
Climax Studios,Portsmouth,England,-1.083333,50.816667,1999,0,Developer,www.climaxstudios.com/menu
Clockwork Elements,Parkland,United States,-80.2532249,26.3107774,2010,0,Developer,www.clockworkelements.com
Cloud Imperium Games,Austin,United States,-97.7430608,30.267153,2012,0,Online Developer,www.cloudimperiumgames.com
CloudKid,Brighton,United States,-104.8205283,39.9852617,2009,0,Developer,www.cloudkid.com
CobraMobile,Dundee,Scotland,-2.970721,56.462018,2005,0,Developer,www.cobramobile.com
CocoaChina,Beijing,China,116.407395,39.904211,2008,0,Mobile/Handheld,www.cocoachina.com
Cocoasoft,Ljubljana,Slovenia,14.5057515,46.0569465,1999,0,Mobile/Handheld,www.cocoasoft.com
Codebell,Miami,United States,-80.1917902,25.7616798,2008,0,Online Developer,www.codebell.com
Coded Illusions,Rotterdam,Netherlands,4.4777325,51.9244201,2005,2008,Developer,
Codeglue,Rotterdam,Netherlands,4.4777325,51.9244201,2000,0,Developer,www.codeglue.com
Codemasters,Southam,England,-1.389719,52.2505049,1986,0,"Developer, Publisher",www.codemasters.com
Coffee Stain Studios,Skovde,Sweden,13.8461208,58.3902782,2010,0,Developer,www.coffeestainstudios.com
Cohort Studios,Dundee,Scotland,-2.970721,56.462018,2006,0,Developer,www.cohortstudios.com
Coktel Vision,Paris,France,2.3522219,48.856614,1985,0,Developer,
Collision Studios,Venice,United States,-82.4542632,27.0997775,2005,0,Developer,www.collisionstudios.com
Colombia Games,Bogota,Colombia,-74.075833,4.598056,2005,0,Mobile/Handheld,www.colombiagames.com
Colossal Games,London,England,-0.1277583,51.5073509,2009,0,Mobile/Handheld,www.colossalgames.eu
com2us,Seoul,South Korea,126.9779692,37.566535,1998,0,Mobile/Handheld,www.com2us.com
ComAngle,Warsaw,Poland,21.0122287,52.2296756,2009,0,Developer,www.comangle.com
Comcept,Tokyo,Japan,139.6917064,35.6894875,2010,0,Developer,www.comcept.co.jp/en/
Comfy,Saddle Brook,United States,-74.1007318,40.9040085,2003,0,Developer,www.comfyland.com
Compile Heart,Tokyo,Japan,139.6917064,35.6894875,2006,0,Developer,www.compileheart.com/
Complex Games,Winnipeg,Canada,-97.1374937,49.8997541,2002,0,Developer,www.complexgames.com
Comport Interactive,Wiesbaden,Germany,8.2397608,50.0782184,2003,0,Publisher,www.comport-interactive.com
Compulsion Games,Montreal,Canada,-73.567256,45.5016889,2009,0,Developer,www.compulsiongames.com
Concrete Software,Eden Prairie,United States,-93.470786,44.8546856,2003,0,Mobile/Handheld,www.concretesoftware.com
Confetti Games,Encinitas,United States,-117.2919818,33.0369867,2012,0,Developer,www.confettigames.com
Connect2Media,Manchester,England,-2.2426305,53.4807593,2008,0,Mobile/Handheld,www.connect2media.com
Consala Games,Kadikoy,Turkey,29.08227,40.980141,2008,0,Online Developer,www.consala.com
Controlled Chaos Media,Dallas,United States,-96.8009781,32.7802618,2009,0,Developer,www.cchaosmedia.com
Copenhagen Game Collective,Copenhagen,Denmark,12.5683371,55.6760968,2009,0,Organization,www.copenhagengamecollective.org
Corbomite Games,Tel Aviv,Israel,34.7817676,32.0852999,2007,0,Developer,www.corporate.corbomitegames.com/
Core Design,Derby,England,-1.4746186,52.9225301,1988,2006,Developer,
Corecell Technology,Bangkok,Thailand,100.5241235,13.7278956,2002,0,Mobile/Handheld,www.corecell.co.th
Coreplay,Munich,Germany,11.5819806,48.1351253,2007,0,Developer,www.coreplay.de
Coresoft,Lake Forest,United States,-117.689218,33.6469661,1998,0,Developer,www.coresoft.com
Coyote Developments,Croydon,England,-0.098234,51.376165,1998,0,Developer,
CR-Space,Seoul,South Korea,126.9779692,37.566535,2000,0,Online Developer,www.crspace.com
Crackpot Entertainment,Shelburne Falls,United States,-72.7392588,42.6042514,2007,0,Developer,www.crackpotentertainment.com
Crafts & Meister,Osaka,Japan,135.5021651,34.6937378,2004,0,Developer,
Craneballs Studios,Ostrava,Czech Republic,18.2625243,49.8209226,2008,0,Developer,www.craneballs.com
Crazy Bit,Moscow,Russia,37.6173,55.755826,2010,0,Developer,www.crazybit.ru
Crazy Monkey Studios,Kontich,Belgium,4.4450065,51.1352386,2010,0,Developer,www.crazymonkeystudios.com
CrazyBits,Gijon,Spain,-5.6611195,43.5322015,2010,0,Mobile/Handheld,www.crazybitsstudios.com
Creacle Game Studio,Yogyakarta,Indonesia,110.3705267,-7.7970684,2011,0,Developer,www.creacle.com
Creat Studios,Saint Petersburg,Russia,30.3350986,59.9342802,1990,0,Developer,www.creatstudio.com
CreatioSoft,Noida,India,77.3910265,28.5355161,2012,0,Mobile/Handheld,www.creatiosoft.com
Creative Assembly,Horsham,England,-0.325858,51.062883,1987,0,Developer,
creavect,Ankara,Turkey,32.85411,39.92077,2012,0,Developer,www.creavect.com
Crenetic Entertainment,Muhlheim,Germany,8.8382646,50.1202168,2000,0,Developer,www.crenetic.de
Creoteam,Kiev,Ukraine,30.5234,50.4501,2005,0,Developer,www.creoteam.com
Crescent Moon Games,Scotia,United States,-73.9642915,42.8264652,2009,0,Developer,www.crescentmoongames.com
Criterion Games,Guildford,England,-0.570409,51.23622,1993,0,Developer,www.criteriongames.com
Critical Force Entertainment,Kajaani,Finland,27.7286008,64.2270558,2012,0,Mobile/Handheld,www.critical-missions.com
Critical Mass Interactive,Austin,United States,-97.7430608,30.267153,2003,0,Developer,www.criticalmassinteractive.com
Crosscut Games,Indianapolis,United States,-86.158068,39.768403,1983,0,Developer,www.crosscutgames.com
Croteam,Zagreb,Croatia,15.981919,45.8150108,1993,0,Developer,www.croteam.com
Crowdpark,Berlin,Germany,13.404954,52.5200066,2009,0,Online Developer,www.crowdpark.com
Crowdstar International,Burlingame,United States,-122.34809,37.5778696,2009,0,Online Developer,www.crowdstar.com
Crown Adam,Schmerikon,Switzerland,8.94949,47.22613,2009,0,Developer,www.crownadam.com
Crunching Koalas,Warsaw,Poland,21.0122287,52.2296756,2012,0,Developer,www.crunchingkoalas.com
Cryo Interactive,Paris,France,2.3522219,48.856614,1992,2002,"Developer, Publisher",
Cryptic Studios (Perfect World),San Jose,United States,-121.8949555,37.3393857,2000,0,Online Developer,www.crypticstudios.com
Crystal Dynamics,San Francisco,United States,-122.4194155,37.7749295,1992,0,Developer,www.crystald.com
Crytek,Frankfurt am Main,Germany,8.6821267,50.1109221,1999,0,Developer,www.crytek.com
Crzyfish,Seongnam,South Korea,127.1388684,37.4449168,2009,0,Mobile/Handheld,
Csharks Games,Ernakulam,India,76.2998842,9.9816358,2003,0,Developer,www.csharks.com
Curve Studios,London,England,-0.1277583,51.5073509,2005,0,Developer,www.curve-studios.com
Custard Square,Auckland,New Zealand,174.7633315,-36.8484597,2008,0,Online Developer,www.custardsquare.com
Cyan Worlds,Spokane,United States,-117.4260466,47.6587802,1987,0,Developer,www.cyan.com
Cyanide Studio,Nanterre,France,2.215331,48.892423,2000,0,Developer,www.cyanide-studio.com
CyberConnect2,Fukuoka,Japan,130.4017155,33.5903547,1996,0,Developer,www.cyberconnect2.jp
Cyberdreams,Calabasas,United States,-118.660833,34.138333,1990,1997,Developer,
Cyberlore Studios,Northhampton,United States,-72.6412013,42.3250896,1992,0,Developer,
Cypronia,Michalovce,Slovakia,21.9183859,48.7556769,1999,0,"Developer, Handheld",www.cypronia.com
D-Dub Software,Albuquerque,United States,-106.609991,35.110703,2005,0,Developer,www.d-dub.com/
D3Publisher,Tokyo,Japan,139.6917064,35.6894875,1992,0,"Developer, Publisher",www.d3p.co.jp
D3Publisher of America,Los Angeles,United States,-118.2436849,34.0522342,1992,0,Publisher,www.d3publisher.us
Daedalic Entertainment,Hamburg,Germany,9.9936818,53.5510846,2007,0,"Developer, Publisher",www.daedalic.de
Dagger Games,Dryanovo,Bulgaria,25.4781665,42.9774839,2002,0,Developer,www.dagger-games.com
Dancing Dinosaur Games,Melbourne,Australia,144.96328,-37.814107,2012,0,Developer,www.dancingdinosaurgames.com
Dark Stork Studios,Poznan,Poland,16.9251681,52.406374,2013,0,Developer,www.darkstorkstudios.com
Dark Tonic,Wilkes-Barre,United States,-75.8813075,41.2459149,2011,0,Mobile/Handheld,www.darktonic.com
Dark Water Studios,Derry,Northern Ireland,-7.3085748,54.9966124,2006,0,Developer,www.dark-water-studios.com
Darkside Game Studios,Coconut Creek,United States,-80.1789351,26.2517482,2008,0,Developer,www.darksidegames.com
Darkwind Media,Rochester,United States,-77.6109219,43.16103,2007,0,Developer,www.darkwindmedia.com
Data Design Interactive,Stourbridge,England,-2.148731,52.456891,1983,0,Developer,www.datadesign.uk.com
Databox Games,Visby,Sweden,18.29484,57.6348,2008,0,Developer,www.databoxgames.com
